io_id,label,stage,direction,pdf_page,coverage_status,evidence
IO_CMP_CatalystSupportRatio,Catalyst-support ratio mPtC,ITC,input,1,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLWaterRetentionCurve_HO,CCL liquid water saturation associated with HO pores Sr_HO,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveO2Diffusivity_HI,CCL effective O2 diffusivity HI D_O2_CCL_HI,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveO2Diffusivity_HO,CCL effective O2 diffusivity HO D_O2_CCL_HO,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveVaporDiffusivity_HI,CCL effective vapor diffusivity HI D_v_CCL_HI,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveVaporDiffusivity_HO,CCL effective vapor diffusivity HO D_v_CCL_HO,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveWaterPermeability_HI,CCL effective water permeability HI K_l_CCL_HI,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveWaterPermeability_HO,CCL effective water permeability HO K_l_CCL_HO,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveSaturationVaporPressure_HI,CCL saturation vapor pressure HI p_v_s_CCL_HI,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveSaturationVaporPressure_HO,CCL saturation vapor pressure HO p_v_s_CCL_HO,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLVaporizationInterfacialAreaFactor_HI,CCL vaporization interfacial area factor HI xi_lv_CCL_HI,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLVaporizationInterfacialAreaFactor_HO,CCL vaporization interfacial area factor HO xi_lv_CCL_HO,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLORREffectiveExchangeCurrentDensity_HI,CCL ORR effective exchange current density HI j0_CCL_HI,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLORREffectiveExchangeCurrentDensity_HO,CCL ORR effective exchange current density HO j0_CCL_HO,CTP,output,6,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLWaterRetentionCurve_HI,CCL liquid water saturation associated with HI pores Sr_HI,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLWaterRetentionCurve_HO,CCL liquid water saturation associated with HO pores Sr_HO,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveO2Diffusivity_HI,CCL effective O2 diffusivity HI D_O2_CCL_HI,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveO2Diffusivity_HO,CCL effective O2 diffusivity HO D_O2_CCL_HO,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveVaporDiffusivity_HI,CCL effective vapor diffusivity HI D_v_CCL_HI,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveVaporDiffusivity_HO,CCL effective vapor diffusivity HO D_v_CCL_HO,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveWaterPermeability_HI,CCL effective water permeability HI K_l_CCL_HI,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveWaterPermeability_HO,CCL effective water permeability HO K_l_CCL_HO,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveSaturationVaporPressure_HI,CCL saturation vapor pressure HI p_v_s_CCL_HI,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLEffectiveSaturationVaporPressure_HO,CCL saturation vapor pressure HO p_v_s_CCL_HO,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLVaporizationInterfacialAreaFactor_HI,CCL vaporization interfacial area factor HI xi_lv_CCL_HI,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLVaporizationInterfacialAreaFactor_HO,CCL vaporization interfacial area factor HO xi_lv_CCL_HO,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLORREffectiveExchangeCurrentDensity_HI,CCL ORR effective exchange current density HI j0_CCL_HI,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLORREffectiveExchangeCurrentDensity_HO,CCL ORR effective exchange current density HO j0_CCL_HO,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_DensityOfCarbon,Density of carbon rhoC,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_MAT_CatalystActiveParticleDensity,Catalyst active particle density rhoPt,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CatalystSupportRatio,Catalyst-support ratio mPtC,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ICRatio,I/C-ratio mIC,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_TotalPoreVolume,Total pore volume Vpores,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLFractionHydrophilicPores,CCL fraction of hydrophilic pores X1,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLFractionHydrophobicPores,CCL fraction of hydrophobic pores X2,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLFractionHydrophobicPores_XHO,CCL fraction of hydrophobic pores X_HO,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_SIM_CapillaryPressureRange,Capillary pressure range for WRC pc,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLWaterRetentionCurve,CCL water saturation for WRC Sr,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_SIM_PoreSizeRange,Pore size for PSD r,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLRefinedPoreSizeDistributionContactAngleDistribution_PSD,CCL refined pore size distribution PSD,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_PercolationThreshold,Percolation threshold X_c,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_VolumeFractionOfElectrolyte,Volume fraction of electrolyte X_el,PTP,input,7,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_VolumeFractionOfSolidPhasePtC,Volume fraction of solid phase (Pt + C) X_PtC,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CCLPorosity,Volume fraction of pores in CCL X_p_CCL,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_VolumeFractionOfTotalHIPoresInCCL,Volume fraction of total HI pores in CCL X_p_HI,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_VolumeFractionOfHIPrimaryPoresInCCL,Volume fraction of HI primary pores in CCL X_p_HI_mu,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_VolumeFractionOfHISecondaryPoresInCCL,Volume fraction of HI secondary pores in CCL X_p_HI_M,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_RatioOfHiPrimaryToSecondaryPores,Ratio of HI primary to secondary pores chi_CCL,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_VolumeFractionOfHOPoresInCCL,Volume fraction of HO pores in CCL X_p_HO,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_MPLPorosity,Volume fraction of pores in MPL X_p_MPL,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_VolumeFractionOfPrimaryPoresInMPL,Volume fraction of primary pores in MPL X_p_MPL_mu,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_VolumeFractionOfSecondaryPoresInMPL,Volume fraction of secondary pores in MPL X_p_MPL_M,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_RatioOfMPLPoresToCracks,Ratio of MPL pores to cracks chi_MPL,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_VolumeFractionOfPrimaryPoresInGDL,Volume fraction of primary pores in GDL X_p_GDL_mu,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_VolumeFractionOfSecondaryPoresInGDL,Volume fraction of secondary pores in GDL X_p_GDL_M,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_RelativeWaterVolumeFractionInIonomer,Relative water volume fraction in ionomer epsilon_el,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CriticalRadiusOfBottleneckPoresInCcl,Critical radius of bottleneck pores in CCL r_crit,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CharacteristicRadiusOfPrimaryHiPores,Characteristic radius of primary HI pores r_mu_HI,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CharacteristicRadiusOfSecondaryHiPores,Characteristic radius of secondary HI pores r_M_HI,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CharacteristicRadiusOfHoPoresInCcl,Characteristic radius of HO pores in CCL r_HO,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_RadiusOfWaterFilledPoresInIonomer,Radius of water-filled pores in ionomer r_el,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_MinimalPoreRadiusInCcl,Minimal pore radius in CCL r_min,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_MaximalPoreRadiusInCcl,Maximal pore radius in CCL r_max,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ReferenceCapillaryRadiusInCclHoPores,Reference capillary radius in CCL HO pores r_c_ref,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CharacteristicRadiusOfPoresInMpl,Characteristic radius of pores in MPL r_MPL_mu,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_RadiusOfPoresCorrespondingToCracksInMpl,Radius of pores corresponding to cracks in MPL r_MPL_M,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_MinimalPoreRadiusInMpl,Minimal pore radius in MPL r_MPL_min,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_MaximalPoreRadiusInMpl,Maximal pore radius in MPL r_MPL_max,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CriticalRadiusOfBottleneckPoresInMpl,Critical radius of bottleneck pores in MPL r_crit_MPL,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CharacteristicRadiusOfPrimaryPoresInGdl,Characteristic radius of primary pores in GDL r_GDL_mu,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CharacteristicRadiusOfSecondaryPoresInGdl,Characteristic radius of secondary pores in GDL r_GDL,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_MinimalPoreRadiusInGdl,Minimal pore radius in GDL r_GDL_min,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_MaximalPoreRadiusInGdl,Maximal pore radius in GDL r_GDL_max,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_CriticalRadiusOfBottleneckPoresInGdl,Critical radius of bottleneck pores in GDL r_crit_GDL,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_StdDevOfPsdOfPrimaryHiPoresInCcl,Std-dev of PSD of primary HI pores in CCL s_mu_HI,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_StdDevOfPsdOfSecondaryHiPoresInCcl,Std-dev of PSD of secondary HI pores in CCL s_M_HI,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_StdDevOfPsdOfHoPoresInCcl,Std-dev of PSD of HO pores in CCL s_HO,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_StdDevOfPsdOfPoresInMpl,Std-dev of PSD of pores in MPL s_MPL,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_StdDevOfPrimaryPoresInMpl,Std-dev of primary pores in MPL s_MPL_mu,PTP,input,8,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_StdDevOfPoresCorrespondingToCracksInMpl,Std-dev of pores corresponding to cracks in MPL s_MPL_M,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_StdDevOfPrimaryPoresInGdl,Std-dev of primary pores in GDL s_GDL_mu,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_StdDevOfSecondaryPoresInGdl,Std-dev of secondary pores in GDL s_GDL,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_TortuosityOfPores,Tortuosity of pores tau,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ResidualDiffusivityFloodedCl,Residual diffusivity (flooded CL) D_res_CCL,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ResidualDiffusivityFloodedDm,Residual diffusivity (flooded DM) D_res_DM,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ResidualPermeabilityFloodedClDm,Residual permeability (flooded CL & DM) K_res,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_VaporizationRateConstant,Vaporization rate constant kappa,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ExchangeCurrentDensity,Exchange current density j0,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ContactAngleOfHiPoresInCcl,Contact angle of HI pores in CCL theta_CCL_HI,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ContactAngleOfHoPoresInCcl,Contact angle of HO pores in CCL theta_CCL_HO,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ContactAngleOfGdlForTheBaseCase,Contact angle of GDL for the base case theta_GDL,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ContactAngleOfMpl,Contact angle of MPL theta_MPL,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_DynViscosityOfLiquidWaterT80C,Dyn. viscosity of liquid water (@ T=80 degC) mu_H2O,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_MolarVolumeOfLiquidWater,Molar volume of liquid water V_m,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ActivationEnergyForEvaporation,Activation energy for evaporation E_a,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_PreExpFactorForPVSatCalculation,Pre-exp. factor for p_v_sat calculation q0,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_BoltzmannConstant,Boltzmann constant k_B,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ConstrictivityFactorCclTasleem2018,Constrictivity factor CCL [Tasleem 2018] delta,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ConstrictivityFactorGdlTasleem2018,Constrictivity factor GDL [Tasleem 2018] delta_GDL,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ConstrictivityFactorMplTasleem2018,Constrictivity factor MPL [Tasleem 2018] delta_MPL,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_MinimalSaturationValueInsideGdl,Minimal saturation value inside GDL Sr_GDL_min,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_CellTemperature,Absolute temperature T,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_CellInletHumidification,Relative humidity RH,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_PlatinumLoading,Platinum loading m_Pt,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_SatVaporPressureForPlanarLiqInterface,Sat. vapor pressure for planar liq. Interface p_v_s_inf,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_CellInletPressure,Pressure of inlet gas p_g_in,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_PressureOfVaporInlet,Pressure of vapor inlet p_v_in,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_CellInletO2MoleFractionDry,Oxygen concentration (0.21 = Air) cO2,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_PotentialSweep,Voltage array for potential sweep eta,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_UniversalGasConstant,Universal gas constant R,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_FaradayConstant,Faraday constant F,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_AvogardoConstant,Avogardo constant NA,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ElementaryCharge,Elementary charge e_0,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_MolecularWeightOfOxygen,Molecular weight of oxygen M_O2,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_MolecularWeightOfWaterVapor,Molecular weight of water vapor M_v,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_SurfaceTensionOfWaterAtT80C,Surface tension of water at T = 80 degC gamma,PTP,input,9,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ChargeTransferSymmetryCoefficient,Charge transfer (symmetry coefficient) alpha,PTP,input,10,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ThicknessOfCcl,Thickness of CCL L_CCL,PTP,input,10,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ThicknessOfMpl,Thickness of MPL L_MPL,PTP,input,10,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_CMP_ThicknessOfGdl,Thickness of GDL L_GDL,PTP,input,10,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_SIM_SpatialGridPointsCCL,CCL spatial grid points N1,PTP,input,10,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_SIM_SpatialGridPointsMPL,CCL spatial grid points N2,PTP,input,10,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_SIM_SpatialGridPointsGDL,CCL spatial grid points N3,PTP,input,10,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_CellPolarizationCurveVoltage,Cell polarization curve voltage U,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_CellPolarizationCurveExchangeCurrentDensity,Cell polarization curve current density j,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_SpatialGridCCL,Spatial grid vector in CCL CCL.x,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_OxygenPressureDistributionCCL,Spatial distribution of oxygen pressure in CCL CCL.po2,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_VaporPressureDistributionCCL,Spatial distribution of vapor pressure in CCL CCL.pv,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_LiquidPressureDistributionCCL,Spatial distribution of liquid pressure in CCL CCL.pl,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_GasPressureDistributionCCL,Spatial distribution of gas pressure in CCL CCL.pg,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_OxygenFluxDistributionCCL,Spatial distribution of oxygen flux in CCL CCL.JO2,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_VaporFluxDistributionCCL,Spatial distribution of vapor flux in CCL CCL.Jv,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_LiquidFluxDistributionCCL,Spatial distribution of liquid flux in CCL CCL.Jl,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_SaturationDistributionCCL,Spatial distribution of CCL saturation CCL.Sr,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_SpatialGridGDL,Spatial grid vector in GDL GDL.x,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_OxygenPressureDistributionGDL,Spatial distribution of oxygen pressure in GDL GDL.po2,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
IO_DEV_VaporPressureDistributionGDL,Spatial distribution of vapor pressure in GDL GDL.pv,PTP,output,11,pdf_interface_schema_field,Field is represented in the derived PDF interface schema; no exact label match was found in the three original DECODE workflows.
