subject_iri,term_type,draft_label,draft_definition,draft_comment,draft_source,approved,overwrite_existing
https://w3id.org/h2kg/hydrogen-ontology#ElectrodeSubstrateMaterial,controlled_vocabulary_term,Electrode Substrate Material,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrode Substrate Material.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrode Substrate Material.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ElectrodepositionBath,controlled_vocabulary_term,Electrodeposition Bath,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrodeposition Bath.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrodeposition Bath.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ElectrodepositionTemperature,controlled_vocabulary_term,Electrodeposition Temperature,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrodeposition Temperature.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrodeposition Temperature.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ElectrodepositionTime,controlled_vocabulary_term,Electrodeposition Time,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrodeposition Time.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrodeposition Time.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ElectrolyteConcentration,controlled_vocabulary_term,Electrolyte Concentration,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrolyte Concentration.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrolyte Concentration.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ElectrolytePH,controlled_vocabulary_term,Electrolyte PH,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrolyte PH.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrolyte PH.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ElectrolyteType,controlled_vocabulary_term,Electrolyte Type,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrolyte Type.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrolyte Type.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ElectronicThroughPlaneResistance,controlled_vocabulary_term,Electronic Through Plane Resistance,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electronic Through Plane Resistance.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electronic Through Plane Resistance.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#Electrospinning,controlled_vocabulary_term,Electrospinning,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrospinning.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Electrospinning.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#EnergyConsumptionPerHydrogenVolume,controlled_vocabulary_term,Energy Consumption Per Hydrogen Volume,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Energy Consumption Per Hydrogen Volume.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Energy Consumption Per Hydrogen Volume.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#EquilibriumPotentialZincElectrode,controlled_vocabulary_term,Equilibrium Potential Zinc Electrode,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Equilibrium Potential Zinc Electrode.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Equilibrium Potential Zinc Electrode.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ExchangeCurrentDensity,controlled_vocabulary_term,Exchange Current Density,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Exchange Current Density.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Exchange Current Density.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FIBSEMInstrument,controlled_vocabulary_term,FIBSEM Instrument,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing FIBSEM Instrument.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing FIBSEM Instrument.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FS_IrPTE,controlled_vocabulary_term,FS Ir PTE,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing FS Ir PTE.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing FS Ir PTE.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FaradaicEfficiency,controlled_vocabulary_term,Faradaic Efficiency,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Faradaic Efficiency.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Faradaic Efficiency.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FeedWaterConductivity,controlled_vocabulary_term,Feed Water Conductivity,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Feed Water Conductivity.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Feed Water Conductivity.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FemtosecondLaserAblation,controlled_vocabulary_term,Femtosecond Laser Ablation,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Femtosecond Laser Ablation.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Femtosecond Laser Ablation.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FiberLaserAblation,controlled_vocabulary_term,Fiber Laser Ablation,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fiber Laser Ablation.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fiber Laser Ablation.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FiniteElementElectricFieldSimulation,controlled_vocabulary_term,Finite Element Electric Field Simulation,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Finite Element Electric Field Simulation.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Finite Element Electric Field Simulation.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FlameSprayPyrolysis,controlled_vocabulary_term,Flame Spray Pyrolysis,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Flame Spray Pyrolysis.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Flame Spray Pyrolysis.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FluorideEmissionRate,controlled_vocabulary_term,Fluoride Emission Rate,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fluoride Emission Rate.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fluoride Emission Rate.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FocusedIonBeamMilling,controlled_vocabulary_term,Focused Ion Beam Milling,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Focused Ion Beam Milling.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Focused Ion Beam Milling.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FourPointProbe,controlled_vocabulary_term,Four Point Probe,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Four Point Probe.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Four Point Probe.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FourProbeConductivityMeter,controlled_vocabulary_term,Four Probe Conductivity Meter,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Four Probe Conductivity Meter.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Four Probe Conductivity Meter.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FrequencyRange,controlled_vocabulary_term,Frequency Range,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Frequency Range.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Frequency Range.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FrictionCoefficient,controlled_vocabulary_term,Friction Coefficient,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Friction Coefficient.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Friction Coefficient.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FrictionWearTester,controlled_vocabulary_term,Friction Wear Tester,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Friction Wear Tester.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Friction Wear Tester.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FuGeMEA,controlled_vocabulary_term,Fu Ge MEA,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fu Ge MEA.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fu Ge MEA.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FullyMixedHxIrOyIonomerAnodeCatalystLayer,controlled_vocabulary_term,Fully Mixed Hx Ir Oy Ionomer Anode Catalyst Layer,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fully Mixed Hx Ir Oy Ionomer Anode Catalyst Layer.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fully Mixed Hx Ir Oy Ionomer Anode Catalyst Layer.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FullyMixedIrO2IonomerAnodeCatalystLayer,controlled_vocabulary_term,Fully Mixed Ir O 2 Ionomer Anode Catalyst Layer,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fully Mixed Ir O 2 Ionomer Anode Catalyst Layer.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fully Mixed Ir O 2 Ionomer Anode Catalyst Layer.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#FumateckMembrane,controlled_vocabulary_term,Fumateck Membrane,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fumateck Membrane.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Fumateck Membrane.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GBTa01Tm01Ir08O2dCatalyst,controlled_vocabulary_term,GB Ta 01 Tm 01 Ir 08 O 2 d Catalyst,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing GB Ta 01 Tm 01 Ir 08 O 2 d Catalyst.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing GB Ta 01 Tm 01 Ir 08 O 2 d Catalyst.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GalvanicGoldDisplacement,controlled_vocabulary_term,Galvanic Gold Displacement,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Galvanic Gold Displacement.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Galvanic Gold Displacement.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GapDistance,controlled_vocabulary_term,Gap Distance,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gap Distance.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gap Distance.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GasChromatograph,controlled_vocabulary_term,Gas Chromatograph,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gas Chromatograph.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gas Chromatograph.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GasDiffusionElectrode,controlled_vocabulary_term,Gas Diffusion Electrode,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gas Diffusion Electrode.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gas Diffusion Electrode.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GasketThickness,controlled_vocabulary_term,Gasket Thickness,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gasket Thickness.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gasket Thickness.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GeometricArea,controlled_vocabulary_term,Geometric Area,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Geometric Area.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Geometric Area.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GlassyCarbonWorkingElectrode,controlled_vocabulary_term,Glassy Carbon Working Electrode,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Glassy Carbon Working Electrode.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Glassy Carbon Working Electrode.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GoldLoading,controlled_vocabulary_term,Gold Loading,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gold Loading.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gold Loading.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GoldMetal,controlled_vocabulary_term,Gold Metal,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gold Metal.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gold Metal.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GoldSputteredTitaniumSinterPTL,controlled_vocabulary_term,Gold Sputtered Titanium Sinter PTL,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gold Sputtered Titanium Sinter PTL.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gold Sputtered Titanium Sinter PTL.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GrapheneOxide,controlled_vocabulary_term,Graphene Oxide,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Graphene Oxide.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Graphene Oxide.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GrapheneOxideInterlayer,controlled_vocabulary_term,Graphene Oxide Interlayer,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Graphene Oxide Interlayer.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Graphene Oxide Interlayer.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GrapheneOxideLoading,controlled_vocabulary_term,Graphene Oxide Loading,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Graphene Oxide Loading.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Graphene Oxide Loading.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GraphiteFelt,controlled_vocabulary_term,Graphite Felt,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Graphite Felt.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Graphite Felt.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#GravureCoating,controlled_vocabulary_term,Gravure Coating,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gravure Coating.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Gravure Coating.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HCLEtchingProcess,controlled_vocabulary_term,HCL Etching Process,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing HCL Etching Process.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing HCL Etching Process.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HClConcentration,controlled_vocabulary_term,H Cl Concentration,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing H Cl Concentration.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing H Cl Concentration.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HUPDChargeDensity,controlled_vocabulary_term,HUPD Charge Density,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing HUPD Charge Density.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing HUPD Charge Density.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HUPDChargeDensityFlatIrMonolayer,controlled_vocabulary_term,HUPD Charge Density Flat Ir Monolayer,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing HUPD Charge Density Flat Ir Monolayer.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing HUPD Charge Density Flat Ir Monolayer.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HgUPDChargeDensity_Ir,controlled_vocabulary_term,Hg UPD Charge Density Ir,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hg UPD Charge Density Ir.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hg UPD Charge Density Ir.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HierarchicallyPorousIrOxHy,controlled_vocabulary_term,Hierarchically Porous Ir Ox Hy,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hierarchically Porous Ir Ox Hy.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hierarchically Porous Ir Ox Hy.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HighStructuredIrBasedOERCatalyst,controlled_vocabulary_term,High Structured Ir Based OER Catalyst,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing High Structured Ir Based OER Catalyst.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing High Structured Ir Based OER Catalyst.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HighlyPorousIrO2CatalystLayer,controlled_vocabulary_term,Highly Porous Ir O 2 Catalyst Layer,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Highly Porous Ir O 2 Catalyst Layer.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Highly Porous Ir O 2 Catalyst Layer.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HoldCurrent,controlled_vocabulary_term,Hold Current,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hold Current.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hold Current.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HollowTitaniumDioxideSupport,controlled_vocabulary_term,Hollow Titanium Dioxide Support,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hollow Titanium Dioxide Support.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hollow Titanium Dioxide Support.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HotPressPressure,controlled_vocabulary_term,Hot Press Pressure,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hot Press Pressure.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hot Press Pressure.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HotPressTemperature,controlled_vocabulary_term,Hot Press Temperature,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hot Press Temperature.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hot Press Temperature.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HotPressTime,controlled_vocabulary_term,Hot Press Time,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hot Press Time.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hot Press Time.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HxIrOyNanosheets,controlled_vocabulary_term,Hx Ir Oy Nanosheets,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hx Ir Oy Nanosheets.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hx Ir Oy Nanosheets.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HydrochloricAcidSolution,controlled_vocabulary_term,Hydrochloric Acid Solution,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrochloric Acid Solution.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrochloric Acid Solution.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#Hydrogen,controlled_vocabulary_term,Hydrogen,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HydrogenCrossoverReductionPercent,controlled_vocabulary_term,Hydrogen Crossover Reduction Percent,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Crossover Reduction Percent.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Crossover Reduction Percent.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HydrogenCrossoverRelativeToLFL,controlled_vocabulary_term,Hydrogen Crossover Relative To LFL,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Crossover Relative To LFL.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Crossover Relative To LFL.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HydrogenFlowRate,controlled_vocabulary_term,Hydrogen Flow Rate,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Flow Rate.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Flow Rate.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HydrogenInOxygenVolumePercent,controlled_vocabulary_term,Hydrogen In Oxygen Volume Percent,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen In Oxygen Volume Percent.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen In Oxygen Volume Percent.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HydrogenPermeationCurrentDensity,controlled_vocabulary_term,Hydrogen Permeation Current Density,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Permeation Current Density.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Permeation Current Density.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HydrogenPermeationFlux,controlled_vocabulary_term,Hydrogen Permeation Flux,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Permeation Flux.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Permeation Flux.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HydrogenPermeationRate,controlled_vocabulary_term,Hydrogen Permeation Rate,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Permeation Rate.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Permeation Rate.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HydrogenProductionCost,controlled_vocabulary_term,Hydrogen Production Cost,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Production Cost.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Production Cost.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HydrogenPurity,controlled_vocabulary_term,Hydrogen Purity,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Purity.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrogen Purity.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#HydrothermalSynthesisProcess,controlled_vocabulary_term,Hydrothermal Synthesis Process,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrothermal Synthesis Process.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Hydrothermal Synthesis Process.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ICPMS,controlled_vocabulary_term,ICPMS,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing ICPMS.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing ICPMS.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#IRFreeCellVoltage,controlled_vocabulary_term,IR Free Cell Voltage,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing IR Free Cell Voltage.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing IR Free Cell Voltage.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#IRFreeCellVoltageStandardDeviation,controlled_vocabulary_term,IR Free Cell Voltage Standard Deviation,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing IR Free Cell Voltage Standard Deviation.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing IR Free Cell Voltage Standard Deviation.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#ImmersionDuration,controlled_vocabulary_term,Immersion Duration,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Immersion Duration.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Immersion Duration.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#InSituPlatinumNanoflowerGrowth,controlled_vocabulary_term,In Situ Platinum Nanoflower Growth,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing In Situ Platinum Nanoflower Growth.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing In Situ Platinum Nanoflower Growth.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#IncipientWetnessImpregnationProcess,controlled_vocabulary_term,Incipient Wetness Impregnation Process,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Incipient Wetness Impregnation Process.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Incipient Wetness Impregnation Process.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#Instrument,class,Instrument,A class in the H2KG PEMFC Catalyst Layer Application Ontology representing Instrument.,A class in the H2KG PEMFC Catalyst Layer Application Ontology representing Instrument.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#InterfacialContactArea,controlled_vocabulary_term,Interfacial Contact Area,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Interfacial Contact Area.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Interfacial Contact Area.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#InterfacialContactResistance,controlled_vocabulary_term,Interfacial Contact Resistance,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Interfacial Contact Resistance.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Interfacial Contact Resistance.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#InterlayerThickness,controlled_vocabulary_term,Interlayer Thickness,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Interlayer Thickness.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Interlayer Thickness.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#InterplanarSpacing,controlled_vocabulary_term,Interplanar Spacing,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Interplanar Spacing.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Interplanar Spacing.,heuristic,no,no
https://w3id.org/h2kg/hydrogen-ontology#IonChromatograph,controlled_vocabulary_term,Ion Chromatograph,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ion Chromatograph.,A curated controlled term in the H2KG PEMFC Catalyst Layer Application Ontology representing Ion Chromatograph.,heuristic,no,no
